,case_no,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,neighborhood
13997,HVIOL-243669,2015-06-15 15:00:38,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",81,,Saint Andrew,RD,East Boston,MA,02128,01,81 Andrew Rd,,east boston,MA,02128,303369,42.383899999983086,-71.00155000123316,"42.383899999983086 , -71.00155000123316",East Boston
13998,HVIOL-243668,2015-06-15 14:28:26,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",38,,Annunciation,RD,Mission Hill,MA,02119,04,260M Ruggles St,,roxbury,MA,02120,161572,42.33550253485287,-71.09197673547156,"42.33550253485287 , -71.09197673547156",Fenway / Kenmore
13999,HVIOL-243662,2015-06-15 13:36:09,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",755,,Tremont,ST,Roxbury,MA,02118,04,1701 Washington St,,boston,MA,02118,322435,42.34012000000469,-71.07938000122218,"42.34012000000469 , -71.07938000122218",South End
14001,HVIOL-243637,2015-06-15 11:36:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",333,,Massachusetts,AVE,Boston,MA,02115,04,175 HUNTINGTON AV,,boston,MA,02114,352882,42.34227064305789,-71.08467301936811,"42.342270643057894 , -71.08467301936811",Fenway / Kenmore
14002,HVIOL-243635,2015-06-15 11:31:07,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14003,HVIOL-243635,2015-06-15 11:31:07,Closed,CMR410.190,,"Hot Water - Facilities for providing a min. temperature of hot water at 110F , max. temperature 130F",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14004,HVIOL-243635,2015-06-15 11:31:07,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14007,HVIOL-243593,2015-06-15 09:39:20,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",64,,Fisher,AVE,Mission Hill,MA,02120,10,C/O BSA MGMT                      ,555 COLUMBUS AV UNIT A            ,boston,MA,02118-1191,58588,42.32763000023188,-71.1026100009376,"42.32763000023188 , -71.1026100009376",Mission Hill
14008,HVIOL-243593,2015-06-15 09:39:20,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",64,,Fisher,AVE,Mission Hill,MA,02120,10,C/O BSA MGMT                      ,555 COLUMBUS AV UNIT A            ,boston,MA,02118-1191,58588,42.32763000023188,-71.1026100009376,"42.32763000023188 , -71.1026100009376",Mission Hill
14009,HVIOL-243590,2015-06-15 09:32:51,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",277,,Centre,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,MA,02130,203505,42.32336999997995,-71.10124000120335,"42.32336999997995 , -71.10124000120335",Jamaica Plain
14010,HVIOL-243590,2015-06-15 09:32:51,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",277,,Centre,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,MA,02130,203505,42.32336999997995,-71.10124000120335,"42.32336999997995 , -71.10124000120335",Jamaica Plain
14011,HVIOL-243590,2015-06-15 09:32:51,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",277,,Centre,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,MA,02130,203505,42.32336999997995,-71.10124000120335,"42.32336999997995 , -71.10124000120335",Jamaica Plain
14012,HVIOL-243590,2015-06-15 09:32:51,Closed,CMR410.480 A,,"Door Locks-Owner, install & maintain - Every dwelling unit able to be secured against unlawful entry.",277,,Centre,ST,Jamaica Plain,MA,02130,10,30 Bickford St,,jamaica plain,MA,02130,203505,42.32336999997995,-71.10124000120335,"42.32336999997995 , -71.10124000120335",Jamaica Plain
14018,HVIOL-243474,2015-06-12 11:04:25,Closed,CMR410.602 D,,"Maint. of Areas Free from Garbage & Rubbish(Common Areas) - In any dwelling, the owner shall be responsible for maintaining in a clean and sanitary condition free of garbage, rubbish, filth all common areas.",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14019,HVIOL-243474,2015-06-12 11:04:25,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14020,HVIOL-243474,2015-06-12 11:04:25,Closed,CMR410.550 A,,"Extermination of Insects, Rodents and Skunks - Occupant of a dwelling containing one dwelling unit shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them ",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14021,HVIOL-243474,2015-06-12 11:04:25,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14024,HVIOL-243462,2015-06-12 10:28:47,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",650,,Metropolitan,AVE,Hyde Park,MA,02136,18,650 METROPOLITAN AV # 2,,hyde park,MA,02114,94989,42.26383999960623,-71.11750000109173,"42.26383999960623 , -71.11750000109173",Hyde Park
14026,HVIOL-243298,2015-06-11 11:40:56,Closed,CMR410.503 A,,Protective Railings and Walls - Safe handrail for every stairway,14,,Woolson,ST,Mattapan,MA,02126,14,14 Woolson St.,#1,mattapan,MA,02126,338974,42.28226000002726,-71.09132000123547,"42.28226000002726 , -71.09132000123547",Mattapan
14027,HVIOL-243298,2015-06-11 11:40:56,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",14,,Woolson,ST,Mattapan,MA,02126,14,14 Woolson St.,#1,mattapan,MA,02126,338974,42.28226000002726,-71.09132000123547,"42.28226000002726 , -71.09132000123547",Mattapan
14028,HVIOL-243128,2015-06-10 14:09:32,Closed,CMR410.481,,POST OWNER NAME,12,,Humboldt,PL,South Boston,MA,02127,07,827 EAST BROADWAY,,south boston,MA,02128,76038,42.33073000008402,-71.05743000108544,"42.33073000008402 , -71.05743000108544",South Boston
14029,HVIOL-243293,2015-06-11 11:29:15,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",169,,Woodrow,AVE,Dorchester,MA,02124,14,169 WOODROW AVE,,dorchester,MA,02128,151860,42.28670999986818,-71.08664000126785,"42.28670999986818 , -71.08664000126785",Mattapan
14030,HVIOL-243293,2015-06-11 11:29:15,Closed,CMR410.501 B,,Weathertight Doors,169,,Woodrow,AVE,Dorchester,MA,02124,14,169 WOODROW AVE,,dorchester,MA,02128,151860,42.28670999986818,-71.08664000126785,"42.28670999986818 , -71.08664000126785",Mattapan
14031,HVIOL-243293,2015-06-11 11:29:15,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",169,,Woodrow,AVE,Dorchester,MA,02124,14,169 WOODROW AVE,,dorchester,MA,02128,151860,42.28670999986818,-71.08664000126785,"42.28670999986818 , -71.08664000126785",Mattapan
14033,HVIOL-243293,2015-06-11 11:29:15,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",169,,Woodrow,AVE,Dorchester,MA,02124,14,169 WOODROW AVE,,dorchester,MA,02128,151860,42.28670999986818,-71.08664000126785,"42.28670999986818 , -71.08664000126785",Mattapan
14034,HVIOL-243290,2015-06-11 11:18:10,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",105,,Walworth,ST,Roslindale,MA,02131,20,107 Buchanan Road,,west roxbury,MA,02132,328094,42.28381999997113,-71.13766000121468,"42.28381999997113 , -71.13766000121468",Roslindale
14035,HVIOL-243290,2015-06-11 11:18:10,Closed,CMR410.480 F,,"Door Locks-Owner, install & maintain - Locking devices shall compy with rqmts. of 780 CMR 1017.4.1 to avoid entrapment in the building.",105,,Walworth,ST,Roslindale,MA,02131,20,107 Buchanan Road,,west roxbury,MA,02132,328094,42.28381999997113,-71.13766000121468,"42.28381999997113 , -71.13766000121468",Roslindale
14036,HVIOL-243275,2015-06-11 10:35:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",69,,Sumner,ST,Dorchester,MA,02125,07,69 Sumner St,Apt 6,dorchester,MA,02125,316455,42.31751000003332,-71.062600001261,"42.31751000003332 , -71.062600001261",Dorchester
14037,HVIOL-243265,2015-06-11 10:18:59,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",85,,Shandon,RD,Dorchester,MA,02124,14,1 Shandon Rd.,,dorchester,MA,02124,353228,42.29618137219849,-71.09102759977209,"42.29618137219849 , -71.09102759977209",Mattapan
14038,HVIOL-243231,2015-06-11 09:01:36,Closed,CMR410.481,,POST OWNER NAME,25,,Orlando,ST,Mattapan,MA,02126,18,12 weathervane rd,,canton,ma,02021,287469,42.27539960651184,-71.09855239293702,"42.27539960651184 , -71.09855239293702",Mattapan
14039,HVIOL-243231,2015-06-11 09:01:36,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",25,,Orlando,ST,Mattapan,MA,02126,18,12 weathervane rd,,canton,ma,02021,287469,42.27539960651184,-71.09855239293702,"42.27539960651184 , -71.09855239293702",Mattapan
14040,HVIOL-243231,2015-06-11 09:01:36,Closed,CMR410.480 A,,"Door Locks-Owner, install & maintain - Every dwelling unit able to be secured against unlawful entry.",25,,Orlando,ST,Mattapan,MA,02126,18,12 weathervane rd,,canton,ma,02021,287469,42.27539960651184,-71.09855239293702,"42.27539960651184 , -71.09855239293702",Mattapan
14041,HVIOL-243227,2015-06-11 08:52:13,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",24,,Msgr Dennis F. O'callaghan,WAY,South Boston,MA,02127,07,10 KEMP,,south boston,MA,02114,279653,42.32465999997916,-71.05382000119909,"42.32465999997916 , -71.05382000119909",South Boston
14043,HVIOL-243222,2015-06-11 08:40:43,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",8,,Navillus,TER,Dorchester,MA,02122,15,8 Navillus Terr,,dorchester,MA,02122,280976,42.31008999999248,-71.06192000119486,"42.31008999999248 , -71.06192000119486",Dorchester
14044,HVIOL-243222,2015-06-11 08:40:43,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",8,,Navillus,TER,Dorchester,MA,02122,15,8 Navillus Terr,,dorchester,MA,02122,280976,42.31008999999248,-71.06192000119486,"42.31008999999248 , -71.06192000119486",Dorchester
14045,HVIOL-243222,2015-06-11 08:40:43,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",8,,Navillus,TER,Dorchester,MA,02122,15,8 Navillus Terr,,dorchester,MA,02122,280976,42.31008999999248,-71.06192000119486,"42.31008999999248 , -71.06192000119486",Dorchester
14046,HVIOL-243218,2015-06-11 08:29:13,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",939,,Morton,ST,Mattapan,MA,02126,18,"939 Morton Street, Unit 2",,mattapan,MA,02126,97831,42.28020999967739,-71.08273000091326,"42.28020999967739 , -71.08273000091326",Mattapan
14047,HVIOL-243218,2015-06-11 08:29:13,Closed,CMR410.200 A,,"Heating Facilities Required - Owner shall provide & maintain in good operating condition the facilities for heating every habitable room and every room containing a toilet, shower or bathtub.",939,,Morton,ST,Mattapan,MA,02126,18,"939 Morton Street, Unit 2",,mattapan,MA,02126,97831,42.28020999967739,-71.08273000091326,"42.28020999967739 , -71.08273000091326",Mattapan
14049,HVIOL-243128,2015-06-10 14:09:32,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Humboldt,PL,South Boston,MA,02127,07,827 EAST BROADWAY,,south boston,MA,02128,76038,42.33073000008402,-71.05743000108544,"42.33073000008402 , -71.05743000108544",South Boston
